('39.9836750089982_116.30434248561505_1237629000', ('038', 39.987826616666666, 116.31014966666669, 1237629430.0, 1237629440.0), ('036', 39.98441585714285, 116.30593219047618, 1237629001.0, 1237629191.0), 522.6077268333981)
('40.05116151169766_116.29265704180993_1236835800', ('025', 40.052540929411755, 116.29326386176471, 1236835872.0, 1236835951.0), ('082', 40.0552675, 116.29829649999999, 1236835912.0, 1236835915.0), 524.9467607907322)
('39.83070560287942_116.28097159800483_1229494800', ('004', 39.835089, 116.281173, 1229494950.0, 1229494950.0), ('003', 39.83145481818181, 116.28597436363634, 1229495135.0, 1229495185.0), 575.8377989999307)
('39.83070560287942_116.28097159800483_1229494800', ('003', 39.83514, 116.281225, 1229494950.0, 1229494950.0), ('004', 39.83278262500001, 116.28625612500001, 1229495070.0, 1229495180.0), 503.40855139422393)
('39.99717230953809_116.32187065132273_1245933600', ('030', 40.0016605, 116.32618149999999, 1245934191.0, 1245934196.0), ('000', 39.99793714285715, 116.32199242857142, 1245933808.0, 1245933838.0), 546.7398970936848)
('39.99717230953809_116.32187065132273_1245933600', ('030', 40.0016605, 116.32618149999999, 1245934191.0, 1245934196.0), ('003', 39.99793714285715, 116.32199242857142, 1245933808.0, 1245933838.0), 546.7398970936848)
('39.99717230953809_116.32187065132273_1245933600', ('000', 39.99793714285715, 116.32199242857142, 1245933808.0, 1245933838.0), ('030', 40.00120173170731, 116.32652943902441, 1245933601.0, 1245934166.0), 530.3826610391264)
('39.99717230953809_116.32187065132273_1245933600', ('003', 39.99793714285715, 116.32199242857142, 1245933808.0, 1245933838.0), ('030', 40.00120173170731, 116.32652943902441, 1245933601.0, 1245934166.0), 530.3826610391264)
('39.97467680863827_116.32771337322528_1240929000', ('140', 39.975277188888896, 116.32879561851853, 1240929194.0, 1240929276.0), ('022', 39.978967, 116.333496, 1240929582.0, 1240929582.0), 573.5453048863732)
('22.702631217756444_120.35919148598937_1336751400', ('153', 22.702576900249998, 120.36484730174999, 1336751656.0, 1336751666.0), ('163', 22.700736866370374, 120.35959013985186, 1336751571.0, 1336751597.0), 576.9708876005764)
('22.702631217756444_120.35919148598937_1336751400', ('153', 22.700736866370374, 120.35959013985186, 1336751571.0, 1336751597.0), ('163', 22.702576900249998, 120.36484730174999, 1336751656.0, 1336751666.0), 576.9708876005764)
('39.97467680863827_116.32771337322528_1254029400', ('128', 39.9755716, 116.3277383, 1254029880.0, 1254029880.0), ('085', 39.977743136363635, 116.33328245454545, 1254029554.0, 1254029576.0), 530.7131327581076)
('39.97467680863827_116.32771337322528_1254029400', ('128', 39.9762505, 116.32772436666666, 1254029894.0, 1254029900.0), ('085', 39.977743136363635, 116.33328245454545, 1254029554.0, 1254029576.0), 501.9972122859608)
('25.276116520695858_110.2571253164689_1293100200', ('163', 25.273985083333333, 110.25198647222223, 1293100275.0, 1293100310.0), ('153', 25.276112666666666, 110.25673333333332, 1293100338.0, 1293100343.0), 532.8783088325654)
('25.276116520695858_110.2571253164689_1293100200', ('153', 25.273985083333333, 110.25198647222223, 1293100275.0, 1293100310.0), ('163', 25.276112666666666, 110.25673333333332, 1293100338.0, 1293100343.0), 532.8783088325654)
('39.97467680863827_116.32771337322528_1235989200', ('044', 39.974996, 116.333554, 1235989518.0, 1235989518.0), ('085', 39.9765455, 116.327774, 1235989322.0, 1235989327.0), 521.9478882256195)
('39.97467680863827_116.32771337322528_1235989200', ('044', 39.975429, 116.333538, 1235989503.0, 1235989503.0), ('085', 39.9765455, 116.327774, 1235989322.0, 1235989327.0), 506.75839514109845)
('39.97467680863827_116.32771337322528_1234706400', ('044', 39.9783245, 116.327897, 1234706514.0, 1234706529.0), ('023', 39.976312545454554, 116.3332013409091, 1234706401.0, 1234706611.0), 504.4715119085277)
('39.9836750089982_116.2984997637125_1224341400', ('085', 39.98371785714286, 116.30036142857143, 1224341680.0, 1224341692.0), ('062', 39.987750159375004, 116.30318754375, 1224341805.0, 1224341990.0), 509.0917994597706)
('39.9836750089982_116.2984997637125_1224341400', ('085', 39.98371785714286, 116.30036142857143, 1224341680.0, 1224341692.0), ('062', 39.9878849, 116.3030299, 1224341771.0, 1224341771.0), 516.2862505844965)
('24.596752393521292_117.07558177675253_1324314600', ('153', 24.595689942416666, 117.08084220195836, 1324314659.0, 1324314685.0), ('163', 24.593476838958335, 117.07636851570835, 1324314859.0, 1324314889.0), 515.0905799026976)
('24.596752393521292_117.07558177675253_1324314600', ('163', 24.595689942416666, 117.08084220195836, 1324314659.0, 1324314685.0), ('153', 24.593476838958335, 117.07636851570835, 1324314859.0, 1324314889.0), 515.0905799026976)
('39.97467680863827_116.30434248561505_1318569000', ('065', 39.9748283333333, 116.31016777777768, 1318569151.0, 1318569151.0), ('020', 39.978914715909085, 116.30512526515149, 1318569429.0, 1318569599.0), 625.5604491202844)
('23.467478248350325_120.6922266344351_1336934400', ('163', 23.463079628, 120.693602815, 1336934783.0, 1336934783.0), ('153', 23.467171325849996, 120.6962439529, 1336934923.0, 1336934948.0), 528.9160038875216)
('23.467478248350325_120.6922266344351_1336934400', ('163', 23.467171325849996, 120.6962439529, 1336934923.0, 1336934948.0), ('153', 23.463079628, 120.693602815, 1336934783.0, 1336934783.0), 528.9160038875216)
('39.97017770845831_116.32771337322528_1246888800', ('022', 39.972876, 116.333551, 1246889151.0, 1246889151.0), ('085', 39.97115639285715, 116.32785335714289, 1246889128.0, 1246889253.0), 521.9845646853285)
('39.97017770845831_116.32771337322528_1246888800', ('085', 39.97115639285715, 116.32785335714289, 1246889128.0, 1246889253.0), ('022', 39.972675, 116.333526, 1246889331.0, 1246889336.0), 512.2014829822896)
('39.97017770845831_116.32771337322528_1246888800', ('085', 39.97115639285715, 116.32785335714289, 1246889128.0, 1246889253.0), ('022', 39.973225, 116.33349212499999, 1246888801.0, 1246888831.0), 532.8920972257234)
('39.9836750089982_116.31602792942016_1229070600', ('012', 39.988138500000005, 116.31617449999999, 1229070700.0, 1229070721.0), ('014', 39.98468395555556, 116.32032766296298, 1229070995.0, 1229071139.0), 522.4238664223218)
('39.94318310737852_116.38029787034829_1234939800', ('024', 39.943414999999995, 116.38079066666667, 1234939805.0, 1234939815.0), ('017', 39.94758037714287, 116.38325756285714, 1234940116.0, 1234940150.0), 508.8352120813695)
('39.9836750089982_116.31602792942016_1226068200', ('012', 39.98802436, 116.31659124, 1226068421.0, 1226068493.0), ('003', 39.984024999999995, 116.321296, 1226068630.0, 1226068660.0), 598.8816206317491)
('39.9836750089982_116.31602792942016_1226068200', ('012', 39.98800260000001, 116.3175314, 1226068370.0, 1226068415.0), ('003', 39.984024999999995, 116.321296, 1226068630.0, 1226068660.0), 546.5144561658777)
('39.86219930413917_116.38029787034829_1228500600', ('018', 39.8653066, 116.3861266, 1228501153.0, 1228501153.0), ('019', 39.862695075, 116.380763975, 1228501102.0, 1228501199.0), 542.2154480705818)
('37.095252693461305_98.86966032838598_1222994400', ('124', 37.09153763636363, 98.8644240909091, 1222994487.0, 1222994498.0), ('010', 37.09482783333333, 98.86935966666665, 1222994433.0, 1222994438.0), 570.6914292082832)
('37.095252693461305_98.86966032838598_1222994400', ('010', 37.09153763636363, 98.8644240909091, 1222994487.0, 1222994498.0), ('124', 37.09482783333333, 98.86935966666665, 1222994433.0, 1222994438.0), 570.6914292082832)
('39.97467680863827_116.33355609512783_1226676600', ('007', 39.97840099999999, 116.33881838095242, 1226676867.0, 1226676967.0), ('012', 39.97519769999999, 116.33371709999999, 1226676984.0, 1226677167.0), 562.1506725208714)
('39.9836750089982_116.30434248561505_1225972800', ('179', 39.9870515, 116.31004137499998, 1225973070.0, 1225973084.0), ('062', 39.983808275, 116.304349125, 1225973307.0, 1225973313.0), 604.5495074388493)
('39.9836750089982_116.30434248561505_1225972800', ('179', 39.9870515, 116.31004137499998, 1225973070.0, 1225973084.0), ('062', 39.98386273333333, 116.3043505, 1225973324.0, 1225973327.0), 600.8598835517457)
('39.9836750089982_116.30434248561505_1225972800', ('096', 39.9870515, 116.31004137499998, 1225973070.0, 1225973084.0), ('062', 39.983808275, 116.304349125, 1225973307.0, 1225973313.0), 604.5495074388493)
('39.9836750089982_116.30434248561505_1225972800', ('096', 39.9870515, 116.31004137499998, 1225973070.0, 1225973084.0), ('062', 39.98386273333333, 116.3043505, 1225973324.0, 1225973327.0), 600.8598835517457)
('39.99717230953809_116.32187065132273_1244004600', ('030', 40.00062047058823, 116.32710243137257, 1244005012.0, 1244005163.0), ('039', 39.997413512195116, 116.32276456097556, 1244004600.0, 1244004775.0), 513.6752075949283)
('39.97467680863827_116.33939881703039_1226938200', ('005', 39.979129, 116.34300814285713, 1226938396.0, 1226938426.0), ('017', 39.97478975, 116.3445693125, 1226938501.0, 1226938508.0), 500.6614444509341)
('39.97017770845831_116.33355609512783_1225440000', ('007', 39.9744265, 116.33923175, 1225440141.0, 1225440176.0), ('016', 39.973035375, 116.333625875, 1225440068.0, 1225440084.0), 502.2720241347648)
('39.97017770845831_116.33355609512783_1225440000', ('007', 39.9740876, 116.3393556, 1225440276.0, 1225440321.0), ('016', 39.973035375, 116.333625875, 1225440068.0, 1225440084.0), 502.22926959034476)
('39.9836750089982_116.31602792942016_1228314000', ('017', 39.98486406666666, 116.32093627333332, 1228314539.0, 1228314567.0), ('012', 39.988151666666674, 116.31691033333334, 1228314038.0, 1228314053.0), 501.44094473536916)
('39.97467680863827_116.33355609512783_1236268800', ('044', 39.97527117307693, 116.33389073076923, 1236269173.0, 1236269398.0), ('036', 39.97891294736843, 116.33863319298246, 1236268883.0, 1236269398.0), 572.2621424517378)
('39.93868400719856_116.3510842608355_1245147000', ('153', 39.93918922222221, 116.35536055555556, 1245147561.0, 1245147597.0), ('017', 39.94301100909091, 116.35156570909089, 1245147097.0, 1245147108.0), 534.2669211936367)
('39.97467680863827_116.33355609512783_1226576400', ('006', 39.97851038461538, 116.33895115384615, 1226576725.0, 1226576785.0), ('015', 39.975047785714295, 116.333906, 1226576564.0, 1226576619.0), 577.2873551179715)
('39.97467680863827_116.33355609512783_1236252000', ('036', 39.976958, 116.339363, 1236252034.0, 1236252034.0), ('044', 39.975506, 116.333595, 1236252177.0, 1236252177.0), 517.4928847284243)
('39.97467680863827_116.33355609512783_1236252000', ('036', 39.976958, 116.339363, 1236252034.0, 1236252034.0), ('044', 39.9747005, 116.33368, 1236252222.0, 1236252227.0), 545.6169759624207)
('39.97467680863827_116.33355609512783_1236252000', ('036', 39.976958, 116.339363, 1236252034.0, 1236252034.0), ('044', 39.974815750000005, 116.33365075, 1236252197.0, 1236252212.0), 542.0752625518376)
('39.97017770845831_116.30434248561505_1235208600', ('038', 39.974634242105274, 116.30475406842109, 1235209142.0, 1235209196.0), ('040', 39.97175591428572, 116.30946802857146, 1235208950.0, 1235209120.0), 513.7695389245663)
('39.94318310737852_116.7834456816247_1240729800', ('000', 39.947223, 116.78347483333334, 1240730294.0, 1240730314.0), ('030', 39.9437515, 116.78811633333333, 1240730148.0, 1240730155.0), 552.9560717549173)
('39.94318310737852_116.7834456816247_1240729800', ('030', 39.9437515, 116.78811633333333, 1240730148.0, 1240730155.0), ('003', 39.947223, 116.78347483333334, 1240730294.0, 1240730314.0), 552.9560717549173)
('39.97467680863827_116.33355609512783_1239356400', ('036', 39.977813187500004, 116.33921662499999, 1239356735.0, 1239356810.0), ('044', 39.975691, 116.33366149999999, 1239356556.0, 1239356571.0), 529.0736470988345)
('39.97467680863827_116.33355609512783_1239356400', ('036', 39.977555, 116.339377, 1239356885.0, 1239356885.0), ('044', 39.975691, 116.33366149999999, 1239356556.0, 1239356571.0), 529.4512990046486)
('39.97467680863827_116.33355609512783_1239356400', ('044', 39.975691, 116.33366149999999, 1239356556.0, 1239356571.0), ('036', 39.978057, 116.339364, 1239356705.0, 1239356705.0), 552.7297237076394)
('39.97467680863827_116.33355609512783_1239356400', ('044', 39.975691, 116.33366149999999, 1239356556.0, 1239356571.0), ('036', 39.9775115, 116.339312, 1239356970.0, 1239356985.0), 522.4638003477528)
('39.97017770845831_116.3101852075176_1225633800', ('084', 39.974523375, 116.31041412500001, 1225633985.0, 1225634020.0), ('004', 39.97144588461539, 116.3153838974359, 1225633956.0, 1225634276.0), 544.6420836533156)
('25.253621019796036_110.2863389259817_1293108000', ('153', 25.253029, 110.2858903, 1293108373.0, 1293108391.0), ('163', 25.251823464285714, 110.28065764285714, 1293108002.0, 1293108122.0), 543.2174646561771)
('25.253621019796036_110.2863389259817_1293108000', ('163', 25.253029, 110.2858903, 1293108373.0, 1293108391.0), ('153', 25.251823464285714, 110.28065764285714, 1293108002.0, 1293108122.0), 543.2174646561771)
('39.93868400719856_116.34524153893295_1220366400', ('062', 39.9386883, 116.3455199, 1220366723.0, 1220366723.0), ('103', 39.94267493333333, 116.34979606666667, 1220366533.0, 1220366537.0), 574.1260858113037)
('39.93868400719856_116.34524153893295_1220366400', ('062', 39.93869, 116.3452499, 1220366731.0, 1220366731.0), ('103', 39.94267493333333, 116.34979606666667, 1220366533.0, 1220366537.0), 588.8779407436928)
('39.93868400719856_116.34524153893295_1220366400', ('062', 39.938712475, 116.345705775, 1220366708.0, 1220366717.0), ('103', 39.94267493333333, 116.34979606666667, 1220366533.0, 1220366537.0), 562.0792420547673)
('39.93868400719856_116.34524153893295_1220366400', ('103', 39.94267493333333, 116.34979606666667, 1220366533.0, 1220366537.0), ('062', 39.938747425, 116.345382875, 1220366743.0, 1220366752.0), 576.6202675938166)
('39.94318310737852_116.36861242654318_1238930400', ('000', 39.9446485, 116.36871450000001, 1238930993.0, 1238930998.0), ('153', 39.94325, 116.37443466666666, 1238930832.0, 1238930842.0), 512.0002854726783)
('39.94318310737852_116.36861242654318_1238930400', ('003', 39.9446485, 116.36871450000001, 1238930993.0, 1238930998.0), ('153', 39.94325, 116.37443466666666, 1238930832.0, 1238930842.0), 512.0002854726783)
('25.04216331133773_121.5686349198186_1337116800', ('153', 25.041649714272726, 121.56927821127273, 1337117260.0, 1337117270.0), ('163', 25.03969835725, 121.57420546425, 1337117179.0, 1337117182.0), 541.9100615211801)
('25.04216331133773_121.5686349198186_1337116800', ('163', 25.041649714272726, 121.56927821127273, 1337117260.0, 1337117270.0), ('153', 25.03969835725, 121.57420546425, 1337117179.0, 1337117182.0), 541.9100615211801)
('40.00617050989802_116.31602792942016_1224352200', ('126', 40.006182230769234, 116.32011246153846, 1224352384.0, 1224352408.0), ('096', 40.01062014285714, 116.32183214285715, 1224352528.0, 1224352540.0), 514.9118854355177)
('40.00617050989802_116.31602792942016_1224352200', ('167', 40.006182230769234, 116.32011246153846, 1224352384.0, 1224352408.0), ('096', 40.01062014285714, 116.32183214285715, 1224352528.0, 1224352540.0), 514.9118854355177)
('39.9836750089982_116.30434248561505_1244307000', ('004', 39.98477414999999, 116.31009394999998, 1244307272.0, 1244307352.0), ('025', 39.986368299999995, 116.3043558, 1244307402.0, 1244307404.0), 520.1878619320778)
('39.9836750089982_116.30434248561505_1244307000', ('004', 39.98477414999999, 116.31009394999998, 1244307272.0, 1244307352.0), ('025', 39.98663, 116.3043683, 1244307398.0, 1244307398.0), 529.8339371910275)
('39.93418490701859_116.34524153893295_1220366400', ('062', 39.9386833, 116.3456066, 1220366720.0, 1220366720.0), ('103', 39.9342574, 116.3496491, 1220366677.0, 1220366679.0), 601.0137828832379)
('39.93418490701859_116.34524153893295_1220366400', ('062', 39.9386483, 116.34532825, 1220366726.0, 1220366728.0), ('103', 39.9342574, 116.3496491, 1220366677.0, 1220366679.0), 611.8272467672672)
('39.98817410917816_116.29265704180993_1240798200', ('004', 39.9922105, 116.29842500000001, 1240798200.0, 1240798205.0), ('030', 39.98879188235294, 116.2930598235294, 1240798499.0, 1240798516.0), 594.6735019915118)
('39.98817410917816_116.29265704180993_1240798200', ('004', 39.9887785, 116.2930655, 1240798500.0, 1240798515.0), ('030', 39.99219685714286, 116.29844485714285, 1240798200.0, 1240798206.0), 595.5846981059286)
('39.98817410917816_116.29265704180993_1236823800', ('004', 39.98871033333334, 116.29306333333334, 1236824095.0, 1236824105.0), ('003', 39.992393500000006, 116.2984065, 1236823803.0, 1236823808.0), 612.510344640243)
('39.98817410917816_116.29265704180993_1236823800', ('004', 39.992256499999996, 116.298427, 1236823805.0, 1236823810.0), ('003', 39.98870775, 116.29308724999999, 1236824093.0, 1236824108.0), 602.3931449716406)
('39.98817410917816_116.29265704180993_1239537600', ('003', 39.9887365, 116.2930475, 1239537949.0, 1239537964.0), ('000', 39.992212071428575, 116.29831278571429, 1239537629.0, 1239537689.0), 592.2693256183666)
('39.98817410917816_116.29265704180993_1239537600', ('003', 39.9887365, 116.2930475, 1239537949.0, 1239537964.0), ('030', 39.99189445714285, 116.29836945714283, 1239537628.0, 1239537695.0), 573.650114468798)
('39.98817410917816_116.29265704180993_1239537600', ('003', 39.9887365, 116.2930475, 1239537949.0, 1239537964.0), ('004', 39.99230416666666, 116.2983773333333, 1239537632.0, 1239537682.0), 603.1371236800134)
('39.98817410917816_116.29265704180993_1239537600', ('000', 39.992212071428575, 116.29831278571429, 1239537629.0, 1239537689.0), ('030', 39.98877168421054, 116.29298052631577, 1239537945.0, 1239537967.0), 594.0763878897635)
('39.98817410917816_116.29265704180993_1239537600', ('000', 39.992212071428575, 116.29831278571429, 1239537629.0, 1239537689.0), ('004', 39.9887392, 116.2930194, 1239537947.0, 1239537967.0), 593.8901735341857)
('39.98817410917816_116.29265704180993_1239537600', ('030', 39.98877168421054, 116.29298052631577, 1239537945.0, 1239537967.0), ('003', 39.992212071428575, 116.29831278571429, 1239537629.0, 1239537689.0), 594.0763878897635)
('39.98817410917816_116.29265704180993_1239537600', ('030', 39.98877168421054, 116.29298052631577, 1239537945.0, 1239537967.0), ('004', 39.99230416666666, 116.2983773333333, 1239537632.0, 1239537682.0), 604.8973399234036)
('39.98817410917816_116.29265704180993_1239537600', ('030', 39.99189445714285, 116.29836945714283, 1239537628.0, 1239537695.0), ('004', 39.9887392, 116.2930194, 1239537947.0, 1239537967.0), 575.3619706834675)
('39.98817410917816_116.29265704180993_1239537600', ('030', 39.99189445714285, 116.29836945714283, 1239537628.0, 1239537695.0), ('000', 39.9887365, 116.2930475, 1239537949.0, 1239537964.0), 573.650114468798)
('39.98817410917816_116.29265704180993_1239537600', ('003', 39.992212071428575, 116.29831278571429, 1239537629.0, 1239537689.0), ('004', 39.9887392, 116.2930194, 1239537947.0, 1239537967.0), 593.8901735341857)
('39.98817410917816_116.29265704180993_1239537600', ('003', 39.992212071428575, 116.29831278571429, 1239537629.0, 1239537689.0), ('000', 39.9887365, 116.2930475, 1239537949.0, 1239537964.0), 592.2693256183666)
('39.98817410917816_116.29265704180993_1239537600', ('000', 39.9887365, 116.2930475, 1239537949.0, 1239537964.0), ('004', 39.99230416666666, 116.2983773333333, 1239537632.0, 1239537682.0), 603.1371236800134)
('39.97467680863827_116.33355609512783_1236269400', ('044', 39.9758548, 116.33392660000001, 1236269401.0, 1236269533.0), ('036', 39.97875581818182, 116.33890654545462, 1236269403.0, 1236269998.0), 533.1928610123884)
('39.97467680863827_116.3101852075176_1235034000', ('034', 39.97894993333333, 116.31024659999999, 1235034162.0, 1235034173.0), ('035', 39.975022444444434, 116.3133771111111, 1235034510.0, 1235034595.0), 511.89873692221)
('39.9206876064787_116.32771337322528_1236428400', ('024', 39.920981, 116.333466, 1236428979.0, 1236428979.0), ('026', 39.92397525, 116.32817965, 1236428976.0, 1236428998.0), 560.6011258331393)
('39.97467680863827_116.46209597698409_1295695200', ('163', 39.974979555555564, 116.467478, 1295695552.0, 1295695562.0), ('153', 39.97786966666667, 116.4621505, 1295695639.0, 1295695659.0), 556.3675121583117)
('39.97467680863827_116.46209597698409_1295695200', ('163', 39.974979555555564, 116.467478, 1295695552.0, 1295695562.0), ('153', 39.97888357142857, 116.4624857142857, 1295695680.0, 1295695687.0), 607.9765002816895)
('39.97467680863827_116.46209597698409_1295695200', ('163', 39.97786966666667, 116.4621505, 1295695639.0, 1295695659.0), ('153', 39.974979555555564, 116.467478, 1295695552.0, 1295695562.0), 556.3675121583117)
('39.97467680863827_116.46209597698409_1295695200', ('153', 39.974979555555564, 116.467478, 1295695552.0, 1295695562.0), ('163', 39.97888357142857, 116.4624857142857, 1295695680.0, 1295695687.0), 607.9765002816895)
('23.467478248350325_120.72144024394788_1337010000', ('163', 23.463125910499997, 120.72721547500001, 1337010121.0, 1337010123.0), ('153', 23.46370903125, 120.72196849783336, 1337010215.0, 1337010234.0), 539.2781180274787)
('23.467478248350325_120.72144024394788_1337010000', ('153', 23.463125910499997, 120.72721547500001, 1337010121.0, 1337010123.0), ('163', 23.46370903125, 120.72196849783336, 1337010215.0, 1337010234.0), 539.2781180274787)
('39.97467680863827_116.32771337322528_1225025400', ('004', 39.975271555555565, 116.33354555555555, 1225025828.0, 1225025858.0), ('085', 39.9761503076923, 116.32779223076925, 1225025612.0, 1225025636.0), 500.043837579645)
('39.97467680863827_116.33355609512783_1225117200', ('084', 39.975655956521734, 116.33421552173913, 1225117659.0, 1225117761.0), ('007', 39.978038000000005, 116.33937066666668, 1225117482.0, 1225117492.0), 513.1043315747011)
('39.9836750089982_116.3101852075176_1228488000', ('012', 39.98792108333333, 116.31576233333334, 1228488093.0, 1228488126.0), ('062', 39.98400859090909, 116.31052207272728, 1228488178.0, 1228488198.0), 623.568026150213)
('39.9836750089982_116.30434248561505_1237630200', ('038', 39.9881733, 116.30509493333334, 1237630565.0, 1237630571.0), ('039', 39.98417942105264, 116.3098122105263, 1237630201.0, 1237630286.0), 599.1435922310526)
('39.9836750089982_116.30434248561505_1237630200', ('038', 39.988161033333334, 116.3050133, 1237630577.0, 1237630586.0), ('039', 39.98417942105264, 116.3098122105263, 1237630201.0, 1237630286.0), 602.8308131377051)
('39.97467680863827_116.32771337322528_1252952400', ('085', 39.97858157142856, 116.33343014285715, 1252952886.0, 1252952892.0), ('140', 39.9754844, 116.32829240000001, 1252952496.0, 1252952516.0), 557.1819184750404)
('39.97467680863827_116.33355609512783_1228998000', ('007', 39.97858325925926, 116.33878370370368, 1228998331.0, 1228998451.0), ('004', 39.97510366666665, 116.33390788888889, 1228998175.0, 1228998250.0), 567.9035163791699)
('39.97467680863827_116.33355609512783_1228998000', ('007', 39.97858325925926, 116.33878370370368, 1228998331.0, 1228998451.0), ('003', 39.975089555555556, 116.33383233333332, 1228998174.0, 1228998249.0), 573.6952429829508)
('40.00617050989802_116.32187065132273_1234515000', ('030', 40.0062326, 116.32585960000002, 1234515440.0, 1234515460.0), ('004', 40.01036810526316, 116.32212205263158, 1234515518.0, 1234515598.0), 559.4529922151011)
('39.979175908818235_116.33939881703039_1225466400', ('007', 39.983097, 116.345216, 1225466466.0, 1225466466.0), ('005', 39.979878392405055, 116.34059126582278, 1225466402.0, 1225466777.0), 532.480007151174)
('39.97017770845831_116.32771337322528_1236589800', ('022', 39.97329, 116.33350850000002, 1236589876.0, 1236589902.0), ('085', 39.974144, 116.32773033333332, 1236590375.0, 1236590395.0), 501.6060588198361)
('39.97017770845831_116.32771337322528_1236589800', ('022', 39.97329, 116.33350850000002, 1236589876.0, 1236589902.0), ('085', 39.970934785714284, 116.32781785714283, 1236590290.0, 1236590350.0), 551.2998060031879)
('39.992673209358124_116.36861242654318_1234971600', ('014', 39.99669402222222, 116.37417957777777, 1234972114.0, 1234972133.0), ('024', 39.99345066666667, 116.36901833333333, 1234971835.0, 1234971845.0), 568.8369379036076)
('39.979175908818235_116.29265704180993_1235144400', ('034', 39.980515374999996, 116.298313675, 1235144403.0, 1235144414.0), ('041', 39.982828127272725, 116.2932529818182, 1235144855.0, 1235144990.0), 502.20998635893187)
('39.90719030593881_116.42703964556874_1235546400', ('037', 39.9115099, 116.4275033, 1235546581.0, 1235546581.0), ('042', 39.9071916, 116.4297833, 1235546967.0, 1235546967.0), 518.2207186192769)
('35.875996544691056_94.35323629770967_1222965000', ('010', 35.875959, 94.353205, 1222965517.0, 1222965517.0), ('124', 35.875955, 94.347428, 1222965498.0, 1222965498.0), 520.6705573994308)
('39.97017770845831_116.32771337322528_1226143200', ('015', 39.974269125, 116.33327587500003, 1226143221.0, 1226143461.0), ('085', 39.97046866666667, 116.32774099999999, 1226143515.0, 1226143519.0), 633.4760619381019)
('39.97017770845831_116.32771337322528_1226143200', ('015', 39.974568, 116.33324480000002, 1226143586.0, 1226143606.0), ('085', 39.97046866666667, 116.32774099999999, 1226143515.0, 1226143519.0), 654.2244119945362)
